Индекс,name,Код КЛАДР,Код ФИАС,Код ОКАТО,Код ОКТМО,Код ИФНС, Часовой пояс,lat,lon,pop
623700, Березовский,6600000300000, adf5df2b-2c2e-45a9-b971-05550353cf43,65412000000,65731000001,6678, UTC824, 56.9096284, 60.8180256,51583
623530, Богданович,6600800100000, 0c5ca223-c100-4d91-b89b-33a59ba2dc69,65416000000,65707000001,6633, UTC825, 56.7764419, 62.0463692,31752
624160, Верхний Тагил,6600003700000, e76b32c8-a93e-4d3f-bae2-282dc900954a,65453503000,65733000001,6682, UTC826, 57.3762768, 59.9516521,11843
624090, Верхняя Пышма,6600000400000, 061cd8e0-b7bd-4a31-944e-a6e3da93631d,65420000000,65732000,6686, UTC827, 56.9757833, 60.564885,58707
624760, Верхняя Салда,6600004500000, 744462fb-a17d-43be-b71e-e7ecbd687561,65424000000,65708000,6623, UTC828, 58.0466039, 60.5560397,46240
624320, Верхняя Тура,6600004000000, 4ffc4d96-d8fb-49c8-9e36-0989968d06e5,65470503000,65734000001,6681, UTC829, 58.3643839, 59.8266854,9468
624380, Верхотурье,6601000100000, 6a688b13-5231-4d5e-b5eb-ee14da03ac10,65212501000,65709000001,6680, UTC830, 58.8621145, 60.8104543,8815
624940, Волчанск,6600003900000, 68edcd30-0b57-4699-a196-343b80d23223,65445503000,65735000,6617, UTC831, 59.9350515, 60.0797964,10008
623270, Дегтярск,6600004100000, 079bd9a9-7a84-4e6e-8a69-e73433e51e41,65484503000,65736000,6684, UTC832, 56.7048199, 60.0792227,15521
620000, Екатеринбург,6600000100000, 2763c110-cb8b-416a-9dac-ad28a55b4402,65401000000,65701000,6600, UTC833, 56.8386326, 60.6054887,1377738
624250, Заречный,6600000500000, 8018ae42-55a5-4297-a126-b482aee0b634,65426000000,65737000,6683, UTC834, 56.8103345, 61.3380592,26803
624590, Ивдель,6600000600000, c32d06c4-cca2-42f4-a3b3-b2fee48b9585,65428000000,65738000001,6617, UTC835, 60.6944353, 60.4244661,17764
623850, Ирбит,6600002900000, 4a90bd67-7682-4012-a0c5-09865b9d08a0,65432000000,65739000,6676, UTC836, 57.6838406, 63.0576639,38352
623400, Каменск-Уральский,6600002200000, ecc16584-9814-44d7-a0f3-c79601caa734,65436000000,65740000,6600, UTC837, 56.4149095, 61.9189837,174710
624860, Камышлов,6600003000000, ac2abd40-bb9b-41df-abd8-a319afd88f00,65440000000,65741000,6633, UTC838, 56.8465469, 62.7120432,26875
624930, Карпинск,6600000700000, a695f868-8b1d-412a-b011-3e1eb265aad5,65445000000,65742000,6617, UTC839, 59.7664444, 60.0011798,29118
624350, Качканар,6600000800000, c6d37528-b353-43eb-81d8-64a4fd1612f5,65448000000,65743000001,6681, UTC840, 58.7051759, 59.4840198,42563
624140, Кировград,6600000900000, dd3f07bd-0109-47e0-8a0a-64928436beed,65453000000,65744000001,6682, UTC841, 57.4298451, 60.0623588,21959
624440, Краснотурьинск,6600001000000, 59b1c816-7f98-4707-b5e2-c6193fff8923,65456000000,65745000,6617, UTC842, 59.7636934, 60.1934451,59701
624330, Красноуральск,6600001100000, 3c6a6e0c-29d7-409b-9d2a-135994cf5e97,65460000000,65746000001,6681, UTC843, 58.3486334, 60.0409011,24973
623300, Красноуфимск,6600003100000, ddb355ab-7c2a-4f86-b388-6afbd81a7e73,65468000000,65747000,6619, UTC844, 56.6122864, 57.7636958,80457
624300, Кушва,6600001200000, c2b7db39-9ef3-4d9d-a109-a3870b583d45,65470000000,65748000001,6681, UTC845, 58.2825406, 59.7646113,33027
624200, Лесной,6600001300000, 26c6f82c-8503-4c38-9009-52815c8f4a9b,65542000000,65749000,6681, UTC846, 58.634981, 59.7980528,52464
623080, Михайловск,6601700200000, 177c10d7-f36f-449e-a94b-5f7f45a0dbc8,65228504000,65628104,6619, UTC847, 56.4369736, 59.113865,9215
624191, Невьянск,6600004300000, aedb1d40-4877-49c6-8bcb-e2ec6b6cb410,65473000000,65714000,6682, UTC848, 57.491233, 60.2181839,25147
623090, Нижние Серги,6601700100000, 9f066e0f-7799-4eb9-a301-ef12719d7c03,65228501000,65628101,6619, UTC849, 56.6544606, 59.2952291,11217
622000, Нижний Тагил,6600002300000, cc73d6af-6e2e-4a1f-be8e-682c289b0b57,65476000000,65751000,6623, UTC850, 57.9101038, 59.9813242,361883
624740, Нижняя Салда,6600002700000, b4326e03-bab5-4188-a8c1-97d69858c514,65477000000,65750000,6623, UTC851, 58.0749243, 60.7026555,17969
624220, Нижняя Тура,6600001400000, 5591594f-f2a4-49b0-a3bc-22307f192c4e,65478000000,65715000001,6681, UTC852, 58.6310942, 59.8521265,21596
624400, Новая Ляля,6601800100000, afff2611-ca9b-4e0e-9690-f5d13b7a7535,65229501000,65716000001,6680, UTC853, 59.053961, 60.5945405,12400
624130, Новоуральск,6600001500000, 22fbcef5-5cab-4ef2-9cb5-fddd1479bc8e,65540000000,65752000,6682, UTC854, 57.2471507, 60.095701,91813
623100, Первоуральск,6600001600000, 45bad628-61b7-4445-b62a-fa4c7bc71ccd,65480000000,65753000,6684, UTC855, 56.9081665, 59.9429205,149800
623382, Полевской,6600001700000, 2a3b4b10-7035-4af5-9bbd-409c42b51eb7,65482000000,65754000,6679, UTC856, 56.4958085, 60.2366314,64316
623280, Ревда,6600001800000, b1a4b393-ac99-4447-a11d-c3b454fa3d8e,65484000000,65719000,6684, UTC857, 56.79869, 59.9071464,61713
623750, Реж,6602100100000, e40dd081-584b-435c-b8ed-d44ab7854729,65486000000,65720000001,6677, UTC858, 57.3717914, 61.3833223,38709
624480, Североуральск,6600002100000, 862dddf0-0479-4ffb-bc2c-ee83d598e855,65490000000,65755000,6617, UTC859, 60.1533333, 59.9525274,29279
624980, Серов,6600003400000, 591f3e74-079f-42ff-a155-f01c9dc363ae,65492000000,65756000001,6680, UTC860, 59.6048651, 60.5752136,99381
624070, Среднеуральск,6600003800000, 7c470adb-7d3d-42a1-9190-8f3fd05f710d,65420505000,65757000,6686, UTC861, 56.991883, 60.4771953,20357
624800, Сухой Лог,6602400100000, 9e41e6fc-a2a3-4ee4-9f60-045cf22d45d0,65494000000,65758000,6633, UTC862, 56.9075938, 62.0358708,34836
624021, Сысерть,6602500100000, 93fdb310-5e08-43ee-aabe-42e39a950928,65241501000,65722000001,6685, UTC863, 56.50052, 60.8190708,20594
623950, Тавда,6600004200000, e3d340e7-15af-436c-a0f0-abfaf2108fca,65496000000,65723000001,6676, UTC864, 58.0434196, 65.2743232,35421
623640, Талица,6602800100000, 12a6ddb3-4f9e-44bf-9e24-77eb72cae2ed,65249501000,65724000001,6633, UTC865, 57.0123359, 63.7322467,18339
623900, Туринск,6603000100000, 45a7312f-5c8b-46d9-b7ff-46d0efa63366,65254501000,65726000001,6676, UTC866, 58.0394258, 63.698142,17990
299703, Инкерман,9200000100000, 4218a0b0-d1f0-46fc-8686-ad5674457d0b,67263505000,67304000001,9203, UTC865, 44.6135153, 33.6100739,11526
363240, Алагир,1500200100000, e6dcf985-09c1-4ede-ba3d-de714f0a5787,90205501000,90605101,1514, UTC867, 43.0416151, 44.2198622,20949
363330, Ардон,1500300100000, fc26547e-11ce-464b-b4f2-96b37df6f23f,90210501000,90610101,1514, UTC868, 43.1756719, 44.2955701,18774
363020, Беслан,1500800100000, cbf3eb9d-f86c-4dbb-ba9e-f9f6521b096f,90235501000,90635101,1511, UTC869, 43.1937634, 44.5338746,36724
362000, Владикавказ,1500000100000, 20ea2341-4f49-4c5c-a9dc-a54688c8cc61,90401000000,90701000,1513, UTC870, 43.0205039, 44.6819383,311635
363410, Дигора,1500400100000, aa883f13-ea3c-4b7f-9f3c-309a2b38db04,90215501000,90615101001,1514, UTC871, 43.1567386, 44.1551132,10856
363750, Моздок,1500700100000, 654ce513-3c99-414d-88b8-846097cc9ae3,90230501000,90630101001,1500, UTC872, 43.7471209, 44.6571456,38748
216290, Велиж,6700200100000, 7e0ce062-6798-4091-9b28-d1c30d369a36,66203501000,66603101001,6713, UTC873, 55.6058845, 31.1857376,7620
215110, Вязьма,6700300100000, d2fa2230-a9f4-4b75-b21e-059026dd6ce5,66205501000,66605101001,6722, UTC874, 55.2115563, 34.2951196,57103
215010, Гагарин,6700400100000, 84f1f1f9-34a5-4a9f-9a0b-a2ce6a0fe242,66208501000,66608101001,6722, UTC875, 55.5526532, 34.9949049,31721
216240, Демидов,6700600100000, ab27d164-4b35-48ca-95ba-66abb8977a76,66211501000,66611101001,6713, UTC876, 55.2682611, 31.5062078,7333
216400, Десногорск,6700000200000, 5e2b3d5b-cd14-4116-8837-8878b5ccc057,66410000000,66710000,6725, UTC877, 54.1465117, 33.2834063,29677
215710, Дорогобуж,6700700100000, 1c5ce84f-3f65-4b10-ac4d-2b44144cc234,66214501000,66614101001,6726, UTC878, 54.9137794, 33.3024596,10720
216200, Духовщина,6700800100000, ccb8ae0f-9d62-4dec-9ab0-0bbb34cb9def,66216501000,66616101001,6727, UTC879, 55.1950509, 32.4012351,4370
216330, Ельня,6700900100000, c1e4a479-76a2-4db4-9d24-835d659340a3,66219501000,66619101001,6725, UTC880, 54.5836832, 33.1749566,10095
216450, Починок,6701500100000, 323e5d97-d4d9-49b3-91ad-335b165a052a,66233501000,66633101001,6725, UTC881, 54.4063031, 32.4397914,8776
216500, Рославль,6701600100000, 2cbbc92b-0657-4d26-addb-0b2ebaf0c397,66236501000,66636101,6725, UTC882, 53.9449601, 32.8479617,54898
216790, Рудня,6701700100000, d0f2d596-2e23-4072-b6c2-7adbb6c77d4b,66238501000,66638101001,6713, UTC883, 54.9441357, 31.0794758,10029
215500, Сафоново,6701800100000, 91fa6249-0711-454a-bf0d-341629234858,66241501000,66641101001,6726, UTC884, 55.1199868, 33.233799,46116
214000, Смоленск,6700000300000, d414a2e8-9e1e-48c1-94a4-7308d5608177,66401000000,66701000001,6732, UTC885, 54.7867168, 31.8153366,326863
215279, Сычевка,6701900100000, b3522b83-3f83-4145-892f-5767415d82d3,66246501000,66646101001,6722, UTC886, 55.8307397, 34.277868,8111
215800, Ярцево,6702500100000, 84588847-9e01-42c0-86cc-5ee2c819aeaf,66258501000,66658101001,6727, UTC887, 55.0564933, 32.6902457,47853
356420, Благодарный,2600600100000, 0e527607-a1cd-462c-9b85-f33ddea64ad0,7210501000,7610101,2646, UTC888, 45.0990834, 43.4307042,32736
356800, Буденновск,2600700100000, bcca8fda-282d-4a90-9303-7a37a8197242,7402000000,7612101,2646, UTC889, 44.7814437, 44.1650859,64628
357820, Георгиевск,2600000900000, ea88bcba-c562-438a-9115-8b32426b0c8e,7407000000,7707000,2625, UTC890, 44.1486421, 43.4739718,72126
357600, Ессентуки,2600000200000, 0ca8280c-89cb-4c81-8a99-ae10a98416bc,7410000000,7710000,2650, UTC891, 44.044461, 42.8589078,100969
357400, Железноводск,2600000300000, f231a6e9-5631-44a6-80bf-585e9491165e,7412000000,7712000,2649, UTC892, 44.1320689, 43.0306475,24496
357910, Зеленокумск,2602300100000, dcfa008b-e058-4be1-a409-18fc2b2e570f,7250501000,7650101,2600, UTC893, 44.403359, 43.8841326,35790
356140, Изобильный,2601000100000, 82d67979-76e6-4c48-b5b0-18c0b969114c,7220501000,7620101,2644, UTC894, 45.3684342, 41.7086448,40546
356630, Ипатово,2601100100000, 589a16ac-fb2e-46f9-b59a-98c18d34d908,7222501000,7622101001,2643, UTC895, 45.7181897, 42.8969695,26055
357700, Кисловодск,2600000400000, 82551e9e-14a4-4414-ad60-6cc944763ff3,7415000000,7715000,2628, UTC896, 43.905235, 42.7167187,128502
357340, Лермонтов,2600000500000, 3808db7f-f793-40d0-ad74-691c158bc2de,7418000000,7718000001,2649, UTC897, 44.1052526, 42.9731433,22540
357200, Минеральные Воды,2601700200000, 0be84f75-bbb5-4471-9d0c-dfa932f5df7d,7421000000,7721000001,2649, UTC898, 44.2088942, 43.1383482,76715
356240, Михайловск,2602700100000, 51007e5c-e430-4f18-912c-f88c7e73698d,7258501000,7658101,2600, UTC899, 45.1296297, 42.028787,71018
357100, Невинномысск,2600000600000, ff894fb7-acb4-4edf-bb48-c5349d89579b,7424000000,7724000,2600, UTC900, 44.6227404, 41.9476147,118351
356880, Нефтекумск,2601800100000, 47a5b97a-5cc1-4fa4-893f-0041590dd823,7241501000,7641101,2646, UTC901, 44.7544866, 44.9865041,27700
356000, Новоалександровск,2601900100000, a0194045-d9a6-4593-9502-133cae983a3f,7243501000,7643101,2600, UTC902, 45.4933561, 41.2154482,26759
357300, Новопавловск,2601200100000, d72c4e6c-59e6-4c02-9372-61f980f79cbd,7225501000,7625101,2641, UTC903, 43.9617565, 43.6342855,26556
357500, Пятигорск,2600000700000, 9b0efbd0-22bb-400d-86db-ddc69b9939d9,7427000000,7727000,2600, UTC904, 44.0411669, 43.0661091,142397
356530, Светлоград,2602100100000, 019979ae-6056-4ed8-98ef-48bded318dd2,7246501000,7646101001,2643, UTC905, 45.3284769, 42.8566923,38520
355000, Ставрополь,2600000100000, 2a1c7bdb-05ea-492f-9e1c-b3999f79dcbc,7401000000,7701000,2600, UTC906, 45.0445439, 41.9690168,398266
393670, Жердевка,6800400100000, 97034a8c-c36f-4e7b-880b-436ce8fec1be,68204501000,68604101001,6820, UTC907, 51.8421783, 41.4617407,15211
393360, Кирсанов,6800000500000, 24694c2c-bab5-4fc7-9666-5ad984536465,68405000000,68705000001,6828, UTC908, 52.650594, 42.7284872,17240
393190, Котовск,6800000200000, 1cc2ab3c-1791-4771-b332-d2d96f52788e,68410000000,68710000001,6800, UTC909, 52.592393, 41.5102486,31851
393760, Мичуринск,6800000600000, 9bacca6d-4ed5-4fae-a76d-d281ce884d04,68415000000,68715000,6800, UTC910, 52.891294, 40.510475,98758
393950, Моршанск,6800000300000, 88bf324d-7303-45c3-ba7f-695f2528490b,68420000000,68720000001,6800, UTC911, 53.4436469, 41.8115687,41550
392000, Рассказово,6800000700000, f3d1ea5a-4478-4589-bec0-47c558577739,68425000000,68725000001,6828, UTC912, 52.6537517, 41.8743779,45484
392000, Тамбов,6800000400000, ea2a1270-1e19-4224-b1a0-4228b9de3c7a,68401000000,68701000001,6800, UTC913, 52.7213021, 41.452258,280457
393460, Уварово,6800000800000, 5a54fa19-c17f-40a8-9d81-0fc826cba781,68430000000,68730000001,6828, UTC914, 51.9768835, 42.2529568,26829
422230, Агрыз,1600200100000, 9f936889-a757-419e-890a-d4cc1fa95e93,92201501000,92601101,1674, UTC915, 56.5232645, 52.994257,19299
423330, Азнакаево,1600300100000, 17296190-84f5-4afd-93c5-2b79cfc8bc12,92403000000,92602101,1689, UTC916, 54.8599054, 53.0745505,34859
423403, Альметьевск,1600800100000, 1ca4e6ce-2bc8-40a9-bdf5-113449c3a172,92405000000,92608101,1644, UTC917, 54.9013662, 52.2970654,146309
422000, Арск,1601000100000, d2c6e970-af35-41fe-9ba6-dc44a4187c67,92212501000,92612151,1685, UTC918, 56.0913636, 49.8770441,18114
423930, Бавлы,1601200100000, 2a7d9c47-fc56-4167-a5fc-5e40a8a5f5d5,92408000000,92614101,1689, UTC919, 54.4063588, 53.2457946,22109
422840, Болгар,1603800100000, 724d41e3-f0ac-4254-a207-897ea3d42076,92232501000,92632101,1677, UTC920, 54.9748862, 49.0302977,8650
423230, Бугульма,1601400100000, 2c857ac6-3fb8-421d-bfd4-deeffa96df8f,92410000000,92617101,1689, UTC921, 54.5363428, 52.7895286,89144
422430, Буинск,1601500100000, 58e5a396-77c4-4ab6-b235-afe364c0580f,92412000000,92618101,1673, UTC922, 54.9641106, 48.2900576,20342
423600, Елабуга,1601900100000, 82d4c783-5080-4faa-9cec-ba9152bc9fc8,92415000000,92626101,1600, UTC923, 55.7566727, 52.0544438,70750
423520, Заинск,1602000100000, 098deac5-b810-4584-b277-10f8b5afe51d,92417000000,92627101,1651, UTC924, 55.2988854, 52.0063634,41798
422521, Зеленодольск,1602100100000, 1e90ec38-0f85-442b-ac1b-ca687fa91d88,92420000000,92628101,1673, UTC925, 55.8466751, 48.5010882,97651
420500, Иннополис,1601600100000, 98da33d3-9455-497a-9703-a0f89c95a901,92220509000,92620109,1656, UTC926, 55.7521544, 48.7446161, 0
420000, Казань,1600000100000, 93b3df57-4c89-44df-ac42-96f05e9cd3b9,92401000000,92701000,1600, UTC927, 55.7943877, 49.1115312,1216965
422610, Лаишево,1602500100000, 72197ca2-8209-49d6-ba10-7796b2e2e852,92234501000,92634101,1684, UTC928, 55.4042646, 49.5498201,7735
423250, Лениногорск,1602600100000, e3a88932-c76e-4158-842c-d710a9856df1,92425000000,92636101,1689, UTC929, 54.5966917, 52.4432118,64145
422190, Мамадыш,1602700100000, 1d9bbe0d-7086-4fd0-b91c-ed6d196cb818,92238501000,92638101,1675, UTC930, 55.7149876, 51.4128614,14432
423650, Менделеевск,1602800100000, e23b4fcb-782b-4d5c-b962-94fd6018fef6,92239501000,92639101,1674, UTC931, 55.8950646, 52.3144177,22075
423700, Мензелинск,1602900100000, d1d11ebe-b022-44aa-a211-3472483a4974,92240501000,92640101,1674, UTC932, 55.7270908, 53.1005321,16474
423800, Набережные Челны,1600000200000, 748d7afa-7407-4876-9f40-764ecdd09bbd,92430000000,92730000,1650, UTC933, 55.7436475, 52.3958739,513242
423570, Нижнекамск,1603100100000, 6b849aa8-0782-4c26-b7ac-a0f413f306c0,92435000000,92644101,1651, UTC934, 55.6311963, 51.814407,234108
423040, Нурлат,1603300100000, 1f708d3c-4d86-4ab7-afdf-5741fe661744,92437000000,92646101,1677, UTC935, 54.4281578, 50.8050431,32600
422370, Тетюши,1603900100000, e277c80f-b3ce-40d5-9a46-8c1e3a8dd1ba,92255501000,92655101,1656, UTC936, 54.936575, 48.8314915,11596
422951, Чистополь,1604300100000, c3c7b150-1b5b-49a6-ace2-a24b403b3b94,92440000000,92659101,1677, UTC937, 55.3699372, 50.628495,60703
172800, Андреаполь,6900200100000, 0c193436-6308-407a-afbb-973a8c075630,28202501000,28602101,6913, UTC938, 56.6507072, 32.2621196,8265
171980, Бежецк,6900300100000, a8a1798c-3aa9-4716-82a1-51ec18e23c04,28405000000,28604101001,6906, UTC939, 57.7861144, 36.6903445,24517
172530, Белый,6900400100000, e429f385-b7f5-41be-8c7f-3b8ce47f00b2,28206501000,28606101,6912, UTC940, 55.8337663, 32.9388976,3771
171070, Бологое,6900500100000, 01fecded-f136-4c58-986b-2eef124c8290,28408000000,28608101001,6908, UTC941, 57.885655, 34.0536895,23499
171720, Весьегонск,6900600100000, 1e4608bf-7b7d-41a8-b6e3-78010ee9ce80,28210501000,28610101001,6906, UTC942, 58.6584004, 37.2568605,7330
171150, Вышний Волочек,6900000600000, ac45dd91-33c1-4689-a48c-226c75dc752d,28414000000,28714000001,6908, UTC943, 57.5683326, 34.5402931,52326
172610, Западная Двина,6900900100000, 89a1b73c-6058-49e0-bdba-e7f10c2342dd,28216501000,28616101,6912, UTC944, 56.2568002, 32.0805972,9376
172332, Зубцов,6901000100000, 7f0cc277-4994-4c14-abe9-bbb776a8bcfc,28218501000,28618101001,6914, UTC945, 56.1760709, 34.5825504,6937
171571, Калязин,6901100100000, fe762e07-f90b-4758-9816-54112f02740e,28222501000,28622101,6910, UTC946, 57.2579471, 37.7821253,13870
171640, Кашин,6901200100000, d0c58ce3-d21c-441f-be50-92de7f5bcc83,28420000000,28624101,6910, UTC947, 57.3600486, 37.6118674,16174
171500, Кимры,6900000500000, 2c02d3e2-f65d-4d7f-b1a3-ffe55d2d4508,28426000000,28726000,6910, UTC948, 56.873359, 37.3557064,49623
171250, Конаково,6901500100000, 8f171e04-35f6-4c4d-bd95-97a5601b0d71,28430000000,28630101,6949, UTC949, 56.7275533, 36.8011699,41303
171660, Красный Холм,6901600100000, b62cf2b9-b222-434b-89ea-19e58c73b406,28232501000,28632101001,6906, UTC950, 58.0570193, 37.1125975,5608
172110, Кувшиново,6901700100000, 1370dc6a-9c3c-428b-b8ff-17fe39ee7654,28234501000,28634101,6915, UTC951, 57.0263733, 34.1676435,10008
171210, Лихославль,6901900100000, 65ff289f-75f8-4a63-8d7a-7126496de247,28238501000,28638101,6915, UTC952, 57.122256, 35.4667886,12259
172520, Нелидово,6900000400000, a38751f3-98fe-4d8d-b9bc-2a4705b887ec,28435000000,28643101,6912, UTC953, 56.2232417, 32.7766656,22886
172730, Осташков,6902400100000, bfe4c46e-0487-48ba-aea3-be0d909fca67,28440000000,28645101001,6913, UTC954, 57.1457205, 33.1116707,18073
172380, Ржев,6900000300000, 2553804d-14b9-4f5b-8bd0-25c0fc7315ae,28445000000,28745000001,6914, UTC955, 56.2629393, 34.3291178,62026
171360, Старица,6903200100000, 44d646fd-0ad2-49d7-ad37-41aacd6f1aee,28253501000,28653101001,6914, UTC956, 56.514955, 34.9335145,8610
170000, Тверь,6900000100000, c52ea942-555e-45c6-9751-58897717b02f,28401000000,28701000,6900, UTC957, 56.8585396, 35.9117898,403726
172000, Торжок,6900000200000, 4b7047b6-a656-48e7-a247-1433d4a7fb82,28450000000,28750000,6900, UTC958, 57.0412804, 34.9600691,47702
172840, Торопец,6903400100000, 7e35bc70-aa2f-4be7-b34f-8a9c18d48b76,28255501000,28655101,6912, UTC959, 56.5011791, 31.6354366,13018
171841, Удомля,6903500100000, 5bbf246a-6ff4-4050-9ea6-6d0b0a746651,28455000000,28751000001,6908, UTC960, 57.8787885, 35.016716,31048
636840, Асино,7000300100000, 8540435c-3516-4d00-a7e5-213165da85e5,69208501000,69608101001,7025, UTC965, 56.9908444, 86.1765724,25614
636615, Кедровый,7000000200000, 59cb7e41-b681-40c8-97f2-13374a397867,69407000000,69707000001,7000, UTC966, 57.5618465, 79.5678914,2451
636460, Колпашево,7000900100000, c29a885f-a8c8-43b4-aecd-d439d36f5e47,69232501000,69632101001,7000, UTC967, 58.3114716, 82.9027528,24126
636000, Северск,7000000300000, 53c22352-eb6f-4163-a4d1-385d64561d2f,69541000000,69741000001,7024, UTC968, 56.6031143, 84.8809687,108466
636780, Стрежевой,7000000400000, 0a0fe1fc-8aab-4ff3-a2a3-971ee4fcd27f,69410000000,69710000001,7014, UTC969, 60.7328199, 77.6040323,42216
634000, Томск,7000000100000, e3b0eae8-a4ce-4779-ae04-5c0797de66be,69401000000,69701000001,7017, UTC970, 56.4847036, 84.9481737,522940
301352, Алексин,7100200100000, b9688874-4981-4b22-a930-2521c04beb3c,70202501000,70706000001,7148, UTC967, 54.5083788, 37.047891,61738
301530, Белев,7100400100000, a9d553c1-2d2e-422a-afba-96b3b34755e1,70206501000,70606101001,7151, UTC968, 53.8113348, 36.1383153,13918
301830, Богородицк,7100500100000, e80009cb-c8c9-4dda-90cb-082b6e0d5d8c,70208501000,70608101001,7150, UTC969, 53.7700516, 38.1225308,31897
301280, Болохово,7101400200000, 0e4f8d4e-bc37-4c6e-b46f-a448a0bcb84a,70228508000,70628108001,7148, UTC970, 54.0820644, 37.826844,9619
301320, Венев,7100600100000, 6fef4448-fd64-4669-8f49-866718b3ec5c,70212501000,70612101001,7148, UTC971, 54.3542431, 38.2642325,15220
301760, Донской,7100000200000, dc8fbc8d-da2e-4bbb-a55c-94446fa7ad77,70412000000,70712000001,7153, UTC972, 53.9679582, 38.3372104,64561
301840, Ефремов,7101000100000, a6fad096-bd8a-49b8-ad26-78d892c208fd,70220501000,70714000001,7150, UTC973, 53.1465725, 38.0922412,42350
301720, Кимовск,7101300100000, 1b04dfd7-7752-4c40-ae60-9fae9cb95237,70226501000,70626101001,7153, UTC974, 53.9698378, 38.5380267,28493
301260, Киреевск,7101400100000, 7cf29293-e9ab-4c7a-98ec-30d0c48ea104,70228501000,70628101001,7148, UTC975, 53.9321173, 37.9220791,25585
301264, Липки,7101400300000, ff4e0e65-f17d-4ba6-832d-d1bd12859e00,70228513000,70628113,7148, UTC976, 53.9418109, 37.7019452,8741
301650, Новомосковск,7101700100000, 0b6e326e-74ca-4e24-93d4-2c385c292bb5,70234501000,70724000001,7153, UTC977, 54.0109754, 38.2915652,131227
301470, Плавск,7101900100000, 3381114c-df5f-4966-8e74-b2e63d1e71bb,70238501000,70638101001,7151, UTC978, 53.7095993, 37.2863144,16248
301205, Советск,7102400200000, 20bde9d4-4295-417f-beba-6210f2e6b5d9,70248504000,70648104001,7151, UTC979, 53.9337099, 37.6315517,7537
301430, Суворов,7102000100000, 3e63d801-f22b-4ad2-bca2-29f73b0388dc,70240501000,70640101001,7151, UTC980, 54.1345367, 36.4806933,18975
300000, Тула,7100000100000, b2601b18-6da2-4789-9fbe-800dde06a2bb,70401000000,70701000,7100, UTC981, 54.192017, 37.6153885,501129
301600, Узловая,7102200100000, d3f84234-d9f9-4bd9-ae29-459fb22c5433,70244501000,70644101001,7150, UTC982, 53.9731407, 38.1763104,55282
301414, Чекалин,7102000200000, de83a84d-6526-46dc-9501-82a4542e5abb,70240508000,70640108,7151, UTC983, 54.0985105, 36.2474377,994
301240, Щекино,7102400100000, 2711a4bb-c464-405f-8b8b-cac284c9ae72,70432000000,70648101001,7151, UTC984, 54.0020749, 37.517686,58154
301030, Ясногорск,7102500100000, 87c99d23-260a-4a6e-8f69-f8a3dc131c3b,70250501000,70650101001,7148, UTC985, 54.4795178, 37.689669,16804
668050, Ак-Довурак,1700000200000, 7e4932c1-2db8-4fee-9997-655d837e70e1,93403000000,93703000,1722, UTC990, 51.1785658, 90.5984511,13469
667000, Кызыл,1700000100000, 8df8c56f-a46e-438f-a85b-a9b18ad4fc77,93401000000,93701000,1719, UTC991, 51.7191542, 94.4377234,109906
668510, Туран,1700900100000, 224d11db-b006-4774-92eb-7fa5b870acbe,93235501000,93635101001,1720, UTC992, 52.144932, 93.9172495,4988
668110, Чадан,1700400100000, 2f1dec2a-2206-47fa-9620-1db182968112,93215501000,93615101,1722, UTC993, 51.2844482, 91.5789135,9037
668210, Шагонар,1701400100000, a2095706-c501-479c-903a-695b78af1f36,93254501000,93654101,1721, UTC994, 51.5347357, 92.9199618,10958
627139, Заводоуковск,7200900100000, 10c58caf-f8b8-44b6-99b9-5cf25f681fcf,71403000000,71703000001,7207, UTC993, 56.5012193, 66.5505094,25657
627705, Ишим,7201100100000, 248fbf02-0ba3-4208-8478-ba3def019844,71405000000,71705000,7200, UTC994, 56.0952037, 69.4643292,69567
626109, Тобольск,7200000200000, 6d7c3e9e-8d6d-490a-a650-8257dbf5ec36,71410000000,71710000,7206, UTC995, 58.2016828, 68.2538392,99698
625000, Тюмень,7200000100000, 9ae64229-9f7b-4149-b27a-d1f6ec74b5ce,71401000000,71701000,7200, UTC996, 57.1530824, 65.5343118,581758
627010, Ялуторовск,7202100100000, 2771f01d-b335-40ba-ac30-11a7d3b43c26,71415000000,71715000,7207, UTC997, 56.649167, 66.297034,36494
427430, Воткинск,1800000300000, d948319d-b151-48f5-9791-22ccfeeabfe7,94410000000,94710000001,1828, UTC997, 57.0517641, 53.9874635,100034
427620, Глазов,1800000400000, afeea607-0207-467f-8c59-562fc634f924,94420000000,94720000001,1837, UTC998, 58.1359111, 52.6634998,95835
426000, Ижевск,1800000100000, deb1d05a-71ce-40d1-b726-6ba85d70d58f,94401000000,94701000001,1800, UTC999, 56.8527444, 53.2113961,628117
427950, Камбарка,1801100100000, b3bb969f-79ee-46fb-b23c-42a7b19fe8e1,94220501000,94620101001,1838, UTC1000, 56.2659745, 54.1934153,11028
427770, Можга,1800000500000, 7096d8a5-2b41-47b1-95ae-35efcbc07dee,94430000000,94730000,1839, UTC1001, 56.4427219, 52.2138882,47959
427960, Сарапул,1800000200000, e69a280f-9064-490e-bae0-8bd39527872f,94440000000,94740000,1838, UTC1002, 56.4616117, 53.8036967,101390
433750, Барыш,7300000300000, 52cccd1a-84fd-448a-a91e-36f113b9946f,73204501000,73604101,7309, UTC1003, 53.6534563, 47.1180805,17149
